Word;Translation;State
national;национальный;0
normal;нормальный;0
original;"первоначальный, первоисточник";0
popular;популярный;0
potential;потенциал;0
prestigious;престижный;0
private;"частный, личный";0
professional;профессиональный;0
provincial;провинциальный;0
rationale;"основание, обоснование";0
regular;обычный;0
sexual;сексуальный;0
social;социальный;0
turbulent;турбулентный;0
universal;универсальный;0
verbal;вербальный;0
vertical;вертикальный;0
virtual;"действительный, фактический";0
visual;визуальный;0
"utonomous аutonomous";"аutonomous автономный";0
"phemeral еphemeral";"еphemeral эфемерный";0
fashionable;модный;0
innovative;инновационный;0
lunar;лунный;0
smart;"умный, хитрый";0
spontaneous;спонтанный;0
turbid;мутный;0
analytic;"аналитический, аналитик";0
aristocratic;аристократичный;0
asymmetric;асимметричный;0
automatic;автоматический;0
catastrophic;катастрофический;0
chauvinistic;шовинистический;0
democratic;демократичный;0
epic;эпический;0
exotic;экзотический;0
gothic;готический;0
microscopic;микроскопический;0
organic;органичный;0
patriotic;патриотичный;0
photogenic;фотогеничный;0
poetic;поэтичный;0
pragmatic;прагматичный;0
public;публичный;0
romantic;романтичный;0
sarcastic;саркастический;0
symmetric;симметричный;0
systematic;систематичный;0
acrobat;акробат;0
administrator;администратор;0
admiral;адмирал;0
advocate;"защищать, отстаивать";0
agent;агент;0
album;альбом;0
alibi;алиби;0
alligator;аллигатор;0
altar;алтарь;0
america;америка;0
amulet;амулет;0
anarchist;анархист;0
anecdote;анекдот;0
antifreeze;антифриз;0
antiseptic;антисептик;0
anus;анус;0
aphorism;афоризм;0
apocalyps;"е апокалипсис";0
apostle;апостол;0
aqualung;акваланг;0
aquarium;аквариум;0
arena;арена;0
argument;аргумент;0
arrest;"задерживать, тормозить";0
artifact;артефакт;0
aspect;аспект;0
aspirin;аспирин;0
assistant;ассистент;0
asteroid;астероид;0
astronaut;"астронавт, космонавт";0
atheism;атеизм;0
atlas;атлас;0
atom;атом;0
audio;аудио;0
autograph;автограф;0
badminton;бадминтон;0
baggage;багаж;0
baguette;багет;0
balance;баланс;0
ballast;балласт;0
ballet;балет;0
bandit;бандит;0
banquet;банкет;0
barbecue;барбекю;0
baritone;баритон;0
barman;бармен;0
barometer;барометр;0
baron;барон;0
bedouin;бедуин;0
bestseller;бестселлер;0
bidet;биде;0
biker;байкер;0
billiard;бильярд;0
blender;блендер;0
blockbuster;блокбастер;0
blog;блог;0
bobsleigh;бобслей;0
"body art";боди-арт;0
bodybuilding;бодибилдинг;0
bonus;бонус;0
booklet;буклет;0
bouillon;бульон;0
boutique;бутик;0
bowling;боулинг;0
boxer;боксёр;0
boycott;"бойкот, бойкотировать";0
brand;бренд;0
breeze;бриз;0
browser;браузер;0
brunette;брюнетка;0
budget;бюджет;0
bulldog;бульдог;0
bulldozer;бульдозер;0
bureau;бюро;0
bureaucrat;бюрократ;0
cable;"канат, кабель, трос и т.д";0
cactus;кактус;0
caffeine;кофеин;0
"call center";колл-центр;0
canal;канал;0
candidate;кандидат;0
cannibal;каннибал;0
canoe;каноэ;0
canyon;каньон;0
captain;капитан;0
caramel;карамель;0
caravan;караван;0
carnival;карнавал;0
carousel;карусель;0
carp;карп;0
carting;картинг;0
casino;казино;0
casting;кастинг;0
catalog;каталог;0
catholic;католик;0
certificate;"сертификат, сертифицировать";0
chameleon;хамелеон;0
champion;чемпион;0
chauvinist;шовинист;0
cheesecake;чизкейк;0
cinematograph;кинематограф;0
clich;клише;0
coach;тренер;0
cobalt;кобальт;0
cocktail;коктейль;0
code;код;0
cognac;коньяк;0
cola;кола;0
collapse;"обрушиться, сложиться";0
college;колледж;0
colonist;колонист;0
combine;соединять;0
comic;комик;0
commander;"командор, командир";0
commentator;комментатор;0
communist;коммунист;0
compass;компас;0
component;компонент;0
concert;концерт;0
conditioner;кондиционер;0
conglomerate;конгломерат;0
congress;конгресс;0
consulting;консалтинг;0
contact;"контакт, контактировать";0
container;контейнер;0
context;контекст;0
continent;континент;0
contrabass;контрабас;0
control;"контроль, контролировать";0
converter;конвертер;0
conveyer;конвейер;0
copywriter;копирайтер;0
coriander;кориандр;0
cosmos;космос;0
costume;костюм;0
criteria;критерии;0
criterion;критерий;0
critic;критик;0
croissant;круассан;0
crossword;кроссворд;0
cruise;круиз;0
crystal;кристалл;0
curator;куратор;0
"ossack сossack";"сossack казак";0
deadline;дедлайн;0
dealer;дилер;0
debate;"обсуждать, спорить";0
decorator;декоратор;0
default;дефолт;0
demagogue;демагог;0
demon;ди́:мэн/-демон;0
demonstrator;демонстрант;0
dentist;дантист;0
deodorant;дезодорант;0
department;отдел;0
details;детали;0
detective;детектив;0
detector;детектор;0
dictator;диктатор;0
dilettante;дилетант;0
disc;диск;0
discomfort;дискомфорт;0
display;"показ, демонстрировать";0
distributor;дистрибьютор;0
docent;доцент;0
dominant;доминанта;0
domino;домино;0
donor;донор;0
donut;пончик;0
"dress code";дресс-код;0
economist;экономист;0
ecosystem;экосистема;0
egoism;эгоизм;0
elixir;эликсир;0
ellipse;эллипс;0
enthusiasm;энтузиазм;0
epileptic;эпилептик;0
episode;эпизод;0
equator;экватор;0
equivalent;эквивалент;0
escalator;эскалатор;0
etiquette;этикет;0
exponent;экспонент;0
export;экспорт;0
extreme;крайний;0
extremist;экстремист;0
fact;факт;0
factor;фактор;0
fake;фейк;0
fanatic;фанатик;0
farmer;фермер;0
fascism;фашизм;0
"fast food";фаст-фуд;0
fax;факс;0
feedback;"обратная связь";0
ferment;фермент;0
festival;фестиваль;0
fiasco;"фиаско, поражение";0
filter;фильтр;0
fitness;фитнес;0
florist;флорист;0
focus;сосредоточить;0
forum;форум;0
fountain;фонтан;0
fragment;фрагмент;0
franchiser;"франчайзер, продавец франшизы";0
franchising;франчайзинг;0
fresco;фреска;0
gallop;галоп;0
gangster;гангстер;0
generator;генератор;0
ghetto;гетто;0
gin;джин;0
gladiator;гладиатор;0
gladiolus;гладиолус;0
goalkeeper;"голкипер, вратарь";0
goulash;гуляш;0
gram;грамм;0
granite;гранит;0
gymnast;гимнаст;0
handball;гандбол;0
hip-hop;хип-хоп;0
hippy;хиппи;0
hobby;хобби;0
hooligan;хулиган;0
"hot dog";хот-дог;0
ignore;игнорировать;0
illuminator;иллюминатор;0
image;"изображение, образ";0
immigrant;иммигрант;0
import;импорт;0
index;индекс;0
ingredients;ингредиенты;0
instinct;инстинкт;0
instructor;инструктор;0
instrument;инструмент;0
interest;интерес;0
interval;интервал;0
interview;интервью;0
invalid;инвалид;0
investor;инвестор;0
nstitute;институт;0
jazz;джаз;0
jockey;жокей;0
joker;джокер;0
joystick;джойстик;0
jumper;джемпер;0
kaleidoscope;калейдоскоп;0
kangaroo;кенгуру;0
karate;каратэ;0
ketchup;кетчуп;0
kilo;килограмм;0
kilometer;километр;0
kiosk;киоск;0
knock-out;нокаут;0
know-how;ноу-хау;0
lady;леди;0
latex;латекс;0
leader;лидер;0
leasing;лизинг;0
liberalism;либерализм;0
libretto;либретто;0
limit;"ограничивать, ограничение";0
limousine;лимузин;0
litre;литр;0
lobster;омар;0
logarithm;логарифм;0
login;логин;0
lotus;лотос;0
lunatic;лунатик;0
macaroni;макароны;0
machinist;машинист;0
maestro;маэстро;0
magnate;магнат;0
magnet;магнит;0
maniac;маньяк;0
manicure;маникюр;0
manifesto;манифест;0
margarine;маргарин;0
marinade;маринад;0
marker;маркер;0
marketing;маркетинг;0
"marmаlade аlade";"аlade аlade мармелад";0
masquerade;маскарад;0
master;хозяин;0
mayonnaise;майонез;0
mechanic;механик;0
mechanism;механизм;0
medal;медаль;0
melancholic;меланхолик;0
memorandum;меморандум;0
memorial;мемориал;0
menu;меню;0
merchandising;мерчендайзинг;0
metabolism;метаболизм;0
metre;метр;0
millionaire;миллионер;0
"mini bar";мини-бар;0
minister;министр;0
mirage;мираж;0
missis;миссис;0
mix;"микс, смешивать";0
mixer;миксер;0
mojito;мохито;0
moment;момент;0
monastery;монастырь;0
monitoring;мониторинг;0
monologue;монолог;0
monster;монстр;0
montage;монтаж;0
moral;мораль;0
morgue;морг;0
motel;мотель;0
motive;мотив;0
mozzarella;моцарелла;0
mutant;мутант;0
myth;миф;0
narcotic;наркотик;0
neon;"неон, неоновый";0
nickel;никель;0
nickname;никнейм;0
nuance;нюанс;0
numismatist;нумизмат;0
nylon;нейлон;0
oasis;оазис;0
obelisk;обелиск;0
oceanarium;океанариум;0
oculist;окулист;0
offshore;офшорный;0
optimism;оптимизм;0
orbit;орбита;0
organ;орган;0
organism;организм;0
organizer;органайзер;0
orgasm;оргазм;0
ornament;орнамент;0
oval;овал;0
packet;пакет,пачка;0
paintball;пейнтбол;0
pallet;паллет;0
pamphlet;памфлет;0
parade;парад;0
paradox;парадокс;0
paragraph;"абзац, пункт";0
parallelogram;параллелограмм;0
parameters;параметры;0
parliament;парламент;0
pastor;пастор;0
patriot;патриот;0
pedal;"педаль, крутить педали";0
pedicure;педикюр;0
penguin;пингвин;0
penicillin;пенициллин;0
period;период;0
perpendicular;перпендикуляр;0
persona;персона;0
phenomena;феномены;0
phenomenon;феномен;0
pick-up;пикап;0
picnic;пикник;0
piercing;пирсинг;0
pigment;пигмент;0
placebo;плацебо;0
plus;плюс;0
poet;поэт;0
poker;покер;0
popcorn;попкорн;0
porno;порно;0
portrait;портрет;0
poster;"постер, плакат";0
postmodernism;постмодернизм;0
premium;"премиум, премия";0
presidium;президиум;0
pressing;прессинг;0
press-release;пресс-релиз;0
"price list";прайс-лист;0
producer;"продюсер, производитель";0
professor;профессор;0
progress;прогресс;0
promoter;промоутер;0
protege;протеже;0
protein;протеин;0
protest;протест;0
protocol;протокол;0
pub;паб;0
pullover;пуловер;0
punk;панк;0
radar;радар;0
radiator;радиатор;0
radius;радиус;0
raglan;реглан;0
rap;рэп;0
ravioli;равиоли;0
realist;реалист;0
realtor;"риелтор, агент по недвижимости";0
reef;риф;0
reflex;рефлекс;0
remake;ремейк;0
reportage;репортаж;0
reporter;репортер;0
reservoir;резервуар;0
rheumatism;ревматизм;0
rhythm;ритм;0
risotto;ризотто;0
role;роль;0
round;"круг, круглый";0
rugby;регби;0
sabotage;саботаж;0
samurai;самурай;0
sarcasm;сарказм;0
sarcophagus;саркофаг;0
saxophone;саксофон;0
scalp;скальп;0
scandal;"скандал, скандалить";0
scanner;сканер;0
scorpio;"скорпион, знак зодиака";0
scrub;"чистить, драить";0
sculptor;скульптор;0
sector;сектор;0
selfie;селфи;0
semester;семестр;0
seminar;семинар;0
senator;сенатор;0
shaman;шаман;0
shaping;шейпинг;0
shopping;шопинг;0
shuttle;шаттл;0
signal;сигнал;0
skateboard;скейтборд;0
slang;слэнг;0
sniper;снайпер;0
snob;сноб;0
snowboard;сноуборд;0
sombrero;сомбреро;0
soprano;сопрано;0
spaniel;спаниель;0
speedometer;спидометр;0
spoiler;спойлер;0
sponsor;спонсор;0
sportsman;спортсмен;0
spray;спрей;0
sprinter;спринтер;0
sputnik;спутник;0
startup;стартап;0
stress;"подчеркнуть, заострить внимание";0
summit;"вершина, верх";0
supertanker;супертанкер;0
surfing;сёрфинг;0
surrogate;суррогат;0
symbol;символ;0
symposium;симпозиум;0
symptom;симптом;0
synonym;синоним;0
tabloid;таблоид;0
tact;такт;0
talent;талант;0
tandem;тандем;0
tango;танго;0
tariff;тариф;0
tattoo;тату;0
telescope;телескоп;0
temperament;темперамент;0
tenor;тенор;0
terminal;"конечный, заключительный";0
terrorist;террорист;0
thermos;термос;0
thriller;триллер;0
"time out";тайм-аут;0
timer;таймер;0
toast;тост;0
toaster;тостер;0
topless;топлес;0
tornado;торнадо;0
tourism;туризм;0
tourist;турист;0
tractor;трактор;0
traffic;трафик;0
trailer;трейлер;0
trainer;тренер;0
trampoline;трамплин;0
trance;транс;0
trend;тренд;0
trolley-bus;троллейбус;0
tsunami;цунами;0
tuner;тюнер;0
tunnel;тоннель;0
ultimatum;ультиматум;0
vacuum;вакуум;0
vandal;вандал;0
vandalism;вандализм;0
variant;вариант;0
veteran;ветеран;0
veto;вето;0
video;видео;0
virus;вирус;0
vitamin;витамин;0
vitamins;витамины;0
volleyball;волейбол;0
volunteer;волонтёр;0
website;веб-сайт;0
whisky;виски;0
windsurfing;виндсерфинг;0
wrestling;реслинг;0
zigzag;зигзаг;0
agitate;волновать;0
aluminum;алюминий;0
anthropologist;антрополог;0
archive;архив;0
auditor;аудитор;0
auditorium;аудитория;0
bamboo;бамбук;0
bass;бас;0
binocular;бинокль;0
bombard;бомбардировать;0
boulevard;бульвар;0
bureaucracy;бюрократия;0
cafeteria;кафетерий;0
"car park";парковка;0
card;"карта, карточка";0
caricature;карикатура;0
charisma;харизма;0
chronicle;хроника;0
clown;клоун;0
club;клуб;0
commercial;реклама;0
committee;комитет;0
compensate;компенсировать;0
course;курс;0
coyote;койот;0
crematorium;крематорий;0
cuckoo;кукушка;0
demonstrate;демонстрировать;0
devil;дьявол;0
diagnosis;диагноз;0
diaspora;диаспора;0
dictate;диктовать;0
diploma;диплом;0
disco;дискотека;0
duplicate;"дублировать, дубликат";0
electronic;электронный;0
empire;империя;0
ephemeral;эфемерный;0
epidemic;эпидемия;0
fanatical;фанатический;0
genital;генитальный;0
genius;гений;0
gigantic;гигантский;0
grammar;грамматика;0
hieroglyph;иероглиф;0
humorist;юморист;0
jelly;желе;0
jungles;джунгли;0
jurist;юрист;0
legend;легенда;0
literature;литература;0
marijuana;марихуана;0
minimize;минимизировать;0
mosquito;комар;0
mulatto;мулат;0
nimbus;нимб;0
nonsense;"нонсенс, абсурд";0
olive;"оливка, оливковый";0
orchestra;оркестр;0
orthodox;ортодоксальный;0
paralyzed;парализованный;0
pensioner;пенсионер;0
piss;"писать, моча";0
political;политический;0
pores;поры;0
practice;"практика, практиковать";0
principle;принцип;0
prospectus;проспект;0
provoke;провоцировать;0
pudding;пудинг;0
pulse;пульс;0
region;регион;0
resource;ресурс;0
rhombus;ромб;0
ruins;руины;0
skeleton;скелет;0
specialist;специалист;0
stability;стабильность;0
temperature;температура;0
tempo;темп;0
tobacco;табак;0
toilet;туалет;0
trophy;"трофей, приз";0
tuberculosis;туберкулёз;0
unique;уникальный;0
vanilla;ваниль;0
vegetarian;"вегетарианский, вегетарианец";0
venereal;венерический;0
yacht;яхта;0
yoghurt;йогурт;0
zinc;цинк;0
abandon;"оставить, забросить";0
abate;"уменьшаться, ослабевать";0
abduct;похищать;0
abide;"смириться, выносить";0
abnormal;"ненормальный, аномальный";0
aboard;"на борту";0
abolish;упразднять;0
abort;прерывать;0
abound;изобиловать;0
abroad;"за границу";0
abrupt;"крутой, резкий";0
absent;отсутствующий;0
accelerate;ускорять;0
accept;принять;0
accessory;"принадлежность, аксессуар";0
acclaim;"приветствовать, аплодировать";0
accommodate;"размещать, вмещать";0
accomplish;"выполнить, завершить";0
accord;согласие;0
"according to";"в соответствии";0
"account for";объяснить;0
accuse;обвинять;0
accustom;приучить;0
acid;кислота;0
acknowledge;"признавать, подтверждать";0
acquit;оправдать;0
across;"за, через";0
"act on";"действовать в соответствии";0
"act up";"не работать как надо";0
adamant;непреклонный;0
"add to";увеличивать;0
addict;"наркоман, привыкать";0
addition;"добавление, сложение";0
adjacent;"смежный, прилегающий";0
adjective;прилагательное;0
adjust;"настраивать, поправлять и т.д";0
admit;"признавать, допускать";0
adolescent;"подросток, подростковый";0
adopt;"усыновить или взять";0
adorn;украшать;0
adultery;"прелюбодеяние, неверность";0
advance;"продвигаться, продвижение";0
adversary;"противник, соперник";0
adverse;неблагоприятный;0
advertise;рекламировать;0
aerial;антенна;0
affair;"роман, любовная история";0
affection;"привязанность, влечение";0
affiliate;"филиал, отделение, мл. партнёр";0
affirm;"утверждать, подтверждать";0
afflict;"поражать, вредить";0
affluent;"обеспеченный, состоятельный";0
afford;"позволить себе";0
afraid;напуганный;0
"after all";"всё-таки, в конце концов";0
aftermath;"последствие, результат";0
agenda;"повестка дня";0
aggravate;обострять;0
aggregate;совокупный;0
agile;"проворный, гибкий";0
agriculture;"сельское хозяйство";0
aid;"помощь, помогать";0
ailment;"недомогание, болезнь";0
aim;цель;0
airborne;"находящийся в воздухе";0
aircraft;"самолёт, авиация";0
airline;авиалиния;0
aisle;проход;0
akin;похожий;0
alarm;"тревога, сигнализация";0
alas;увы;0
albeit;хотя;0
alien;"чужак, пришелец, иммигрант";0
alienate;"отчуждать, отдалять, отвергать";0
align;"выравнивать, выстраивать";0
alike;подобно;0
alive;живой;0
"all along";"всё время";0
allege;"утверждать, приписывать";0
allegiance;верность;0
allot;"выделять, отводить";0
"allow for";"выделять, рассчитывать";0
allude;"намекать, указывать";0
allure;"очарование, очаровывать";0
ally;союзник;0
almost;почти;0
alone;"в одиночестве";0
alongside;рядом;0
aloud;вслух;0
alter;изменять;0
alternate;"чередовать, чередующийся";0
altitude;высота;0
altogether;"в целом";0
amaze;"поражать, изумлять";0
ambulance;"скорая помощь";0
ambush;засада;0
amend;"исправить, улучшить";0
amenity;"удобство, обустройство";0
amid;среди;0
ammunition;боеприпасы;0
amount;количество;0
ample;"обильный, широкий";0
amplify;усиливать;0
amuse;"развлечь, порадовать";0
anchor;"якорь, закреплять";0
anew;заново;0
anguish;"мука, страдание";0
animate;"живой, одушевлённый, оживлять";0
anniversary;годовщина;0
announce;объявлять;0
annoy;"раздражать, надоедать";0
annual;ежегодный;0
anthem;гимн;0
anxious;"озабоченный, встревоженный";0
anymore;"больше не";0
anytime;"в любой момент";0
anyway;"в любом случае";0
apart;"отдельно, врозь";0
"apart from";помимо;0
ape;обезьяна;0
apiece;"каждый, за штуку";0
apology;извинение;0
appal;"потрясать, ужасать";0
appeal;"обращаться, взывать";0
appear;казаться;0
applause;аплодисменты;0
appliance;"прибор, приспособление";0
appraise;оценивать;0
apprentice;"ученик, стажёр";0
approve;"утвердить, одобрить";0
approximate;приблизительный;0
apron;"фартук, передник";0
apt;"склонный, способный";0
aquatic;водный;0
arbitrary;произвольный;0
arc;дуга;0
arch;"арка, изгибать";0
arm;рука;0
armor;"броня, доспехи";0
arms;оружие;0
arouse;"вызывать, пробуждать";0
arson;поджог;0
"as though";"как будто";0
"as well";также;0
"as well as";"так же как и";0
ascend;восходить;0
ascertain;"выяснить, установить";0
ashamed;пристыженный;0
aside;"в стороне, в сторону";0
"aside from";кроме;0
"ask around";поспрашивать;0
"ask out";"пригласить сходить";0
asleep;спящий;0
aspire;стремиться;0
assassin;убийца;0
assault;"нападение, нападать";0
assemble;собирать;0
assert;"утверждать, отстаивать";0
asset;"актив, имущество";0
assign;"назначать, присваивать";0
assimilate;усваивать;0
assist;помогать;0
associate;"общаться, связываться";0
astonish;изумлять;0
astound;изумлять;0
asylum;убежище;0
"at all";совсем;0
"at first";сначала;0
"at last";наконец;0
"at least";"по крайней мере";0
"at odds with";"в противоречии, в конфликте";0
"at the moment";сейчас;0
atop;наверху;0
atrocity;"зверство, злодеяние";0
attach;"прикрепить, привязать";0
attain;достигать;0
attend;"уделить внимание, посетить";0
attitude;отношение;0
audible;слышимый;0
audience;аудитория;0
augment;"увеличить, нарастить";0
authorities;"органы власти";0
authority;власть;0
authorize;"дать полномочия, поручение";0
avalanche;лавина;0
avert;"предотвращать, отводить";0
avid;"заядлый, рьяный, алчный";0
await;ожидать;0
awake;"проснуться, бодрствующий";0
award;"награда, премия, присуждать";0
aware;осведомлённый;0
awe;"трепет, благоговение";0
awesome;"здорово, классно";0
awful;ужасный;0
awhile;"какое-то время";0
awkward;неуклюжий;0
"a good deal";много;0
bachelor;бакалавр;0
"back down";"отступить, отказаться";0
"back then";тогда;0
backbone;хребет;0
backdrop;фон;0
badge;значок;0
baffled;"в неодумении, в тупике";0
bait;приманка;0
bake;печь;0
bale;тюк;0
balloon;"воздушный шар";0
ballot;"госолование, бюллетень";0
ban;запрещать;0
band;ансамбль;0
bandage;повязка;0
bang;"удар, взрыв";0
banish;отгонять;0
bankrupt;"банкрот, неплатежеспособный";0
baptize;крестить;0
barb;"шип, зазубрина";0
barber;парикмахер;0
bare;голый;0
barefoot;босиком;0
barely;"едва, лишь только";0
barn;сарай;0
barrel;бочка;0
bartender;бармен;0
bash;колотить;0
"bash in";"разбить, расколотить";0
bastard;ублюдок;0
bat;бита;0
batch;"партия, серия, группа";0
batter;"паста, тесто, взбивать";0
"be after";"иметь целью";0
"be back";возвращаться;0
"be into";"заниматься, увлекаться";0
"be keen to";"желать, стремиться";0
"be off";отсутствовать;0
"be on fire";гореть;0
"be over";закончиться;0
"be up to";"замышлять что-то";0
bead;"шарик, бусинка";0
beast;"зверь, животное, скот";0
"beat up";побить;0
beaver;бобр;0
beckon;манить;0
"become of";"случиться с к-л впоследствии";0
beep;"гудок, гудеть, пищать";0
beforehand;заранее;0
beg;просить;0
behave;"вести себя";0
behold;"созерцать, видеть";0
beige;бежевый;0
belief;"убеждение, вера";0
bellow;"реветь, рёв";0
belly;живот;0
"belong to";принадлежать;0
beloved;любимый;0
below;"ниже, под";0
beneath;"ниже, под";0
benevolent;благожелательный;0
berth;"койка, место, полка в поезде";0
beside;рядом;0
bestow;даровать;0
bet;"ставка, пари, держать пари";0
betray;предавать;0
beware;остерегаться;0
bewilder;"смущать, сбивать с толку";0
beyond;"вне, свыше";0
bias;"склонность, предвзятость";0
bid;"заявка, предложение цены";0
bigot;фанатик;0
bill;банкнота;0
billboard;"рекламный щит";0
billion;миллиард;0
bin;"ящик, ведро, ларь";0
bind;связывать;0
binge;"кутёж, загул, пьянка";0
birth;рождение;0
bishop;епископ;0
bitch;сука;0
bite;"кусать, укус";0
"black out";вырубиться;0
blackmail;шантажировать;0
blade;лезвие;0
bland;"пресный, мягкий";0
blank;"пустой, чистый";0
blast;"дуновение, порыв";0
blatant;"явный, вопиющий";0
blaze;"полыхать, пламя";0
bleach;"отбелить, обесцветить";0
bleak;мрачный;0
bleed;кровоточить;0
blend;смешивать;0
blink;"мерцать, мигать";0
blizzard;"метель, буран";0
bloat;раздуваться;0
block;"кусок, глыба и т. д";0
"block out";"блокировать, не пускать";0
"block up";забиться;0
blonde;блондинка;0
blossom;"цвести, цвет";0
"blow up";"накачивать, надувать";0
bluff;блеф;0
blur;"размывать, смазывать";0
boast;"хвастать, хвастовство";0
bog;"болото, трясина";0
boil;"кипеть, кипятить, варить";0
bolster;"укреплять, поддерживать";0
bond;"связь, узы, соединение";0
boobs;титьки;0
boost;"повышать, усиливать";0
booth;"будка, кабина";0
booze;выпивка;0
bore;надоедать;0
borough;"район, место";0
bother;беспокоить;0
boulder;валун;0
bounce;"отскакивать, прыгать";0
bound;обязан;0
boundary;"граница, черта";0
bounds;"границы, рамки";0
bounty;вознаграждение;0
bout;"бой, поединок";0
"bow out";"откланяться, уйти";0
bowel;кишка;0
"bowl smb over";"сразить, сбить с ног";0
brace;"скоба, распорка, скрепа";0
braid;"коса или оплётка";0
brass;латунь;0
brassiere;бюстгальтер;0
brawl;"шумная драка, скандал";0
brazen;наглый;0
breach;"брешь, прорывать, пробивать";0
breadth;"ширина, широта";0
"break away";отделяться;0
"break into";"проникнуть, вломиться";0
"break up";разнимать;0
breakthrough;"прорыв, достижение";0
breast;грудь;0
bribe;взятка;0
brief;краткий;0
briefcase;портфель;0
brilliant;блестящий;0
brim;"край сосуда";0
"bring along";"взять с собой";0
"bring around";убедить;0
brink;"грань, край";0
brisk;"энергичный, оживлённый";0
bristle;щетина;0
brittle;ломкий;0
broad;широкий;0
broadcast;"транслировать, трансляция";0
brute;"животное, зверь, грубый";0
bubble;пузырь;0
buck;"самец, обычно рогатых";0
buckle;пряжка;0
"buckle up";пристегнуться;0
bud;"бутон или почка растения";0
buddy;"дружище, парень";0
budge;сдвинуть;0
buffalo;"буйвол или бизон";0
bug;жук;0
built-in;встроенный;0
bulb;"лампа, колба";0
bulge;"бугор, выпуклость";0
bulk;"основная масса";0
bullet;пуля;0
bullshit;"ерунда, чушь";0
bully;"задира, задирать";0
bum;"бомж или бездельник";0
bump;"шишка, выпуклость";0
bun;булочка;0
bunch;"связка, пучок, группа";0
bundle;"связка, пучок, пачка";0
bunk;"койка, спальное место";0
bunny;кролик;0
burden;"бремя, нагружать";0
burglar;"вор взломщик";0
"burn down";"сгореть, сжечь";0
"burn out";"выгореть, перегореть";0
burrow;"нора, зарываться";0
burst;"взрыв, всплеск и т. д";0
bury;хоронить;0
bustle;"суета, суматоха";0
busy;занятый;0
butcher;мясник;0
butt;"торец, зад";0
"butt in";"встревать, вмешиваться";0
butter;"масло сливочное";0
buzz;жужжать;0
"by far";безусловно;0
"by oneself";"один, сам";0
"by the way";кстати;0
bypass;"обходить, обход";0
cab;такси;0
cabin;хижина;0
cage;клетка;0
calf;теленок;0
"calm down";успокоиться;0
camp;лагерь;0
cancel;отменять;0
candid;"честный, беспристрастный";0
candy;конфеты;0
cane;трость;0
cannon;пушка;0
canopy;"навес, тент, полог";0
canvas;холст;0
capable;"способный к ч-л";0
capacity;"способность, возможность";0
cape;мыс;0
captive;пленник;0
carbohydrate;углевод;0
carbon;"углерод, уголь, графит";0
carcass;туша;0
cardboard;картон;0
caress;"ласкать, гладить";0
cargo;"груз, грузовой";0
carriage;каретка;0
carrot;морковь;0
carry;носить;0
cart;телега;0
cartoon;мультфильм;0
carve;вырезать;0
casket;"шкатулка или гроб";0
cast;отливать;0
casual;случайный;0
casualty;"жертва, потери";0
"catch up on";"следить быть в курсе";0
cater;"обслуживать, угождать";0
catering;"общественное питание";0
cattle;"крупный рогатый скот";0
cause;"причина, быть причиной";0
caution;"предосторожность, предостережение";0
caviar;икра;0
cavity;"полость, впадина";0
cease;прекращать;0
cedar;кедр;0
celebrity;знаменитость;0
celestial;"астрономический, небесный";0
cell;"ячейка, клетка";0
cellular;сотовый;0
cemetery;кладбище;0
censorship;цензура;0
cereal;"злак, каша, хлопья";0
chairman;председатель;0
chalk;мел;0
challenge;"вызов, необычная задача";0
chamber;"кабинет, зал, палата, камера";0
chancellor;канцлер;0
chant;"петь, скандировать, песнопение";0
chaos;хаос;0
chap;парень;0
chapel;часовня;0
charge;обвинять;0
chart;"схема, график, таблица";0
chat;болтать;0
cheat;жульничать;0
"cheat on";изменять;0
"check into";лечь;0
"check on";"проверить, что всё норм";0
"check through";"обыскать, просмотреть";0
checkup;медосмотр;0
cheer;"аплодировать, радостно встречать";0
"cheer on";болеть;0
cheerful;"весёлый, неунывающий";0
chef;шеф-повар;0
chemistry;химия;0
cherish;"лелеять, хранить";0
chestnut;каштан;0
chill;"холод, охлаждать";0
chip;"щепка, стружка";0
choir;хор;0
choke;"задыхаться, давиться";0
chop;рубить;0
"chop down";срубить;0
"chop up";порезать;0
chord;аккорд;0
chore;"скучная неприятная работа";0
chorus;припев;0
chuck;бросать;0
chuckle;посмеиваться;0
chunk;кусок;0
cinema;"кино, кинотеатр";0
circuit;"схема, цепь, контур";0
circus;цирк;0
cite;"упоминать, цитировать";0
civic;гражданский;0
civil;гражданский;0
civilian;гражданский;0
clam;моллюск;0
clamour;"шум, ропот, протесты";0
clamp;"зажимать, зажим";0
clap;"хлопать в ладоши";0
clarify;прояснять;0
clash;столкновение;0
clasp;"застёжка, застёгивать";0
clause;"пункт, статья документа";0
"clean up";убрать;0
cleanse;очищать;0
"clear out";"убирать, забирать";0
"clear up";прояснить;0
cleave;раскалывать;0
clench;"стиснуть, сжать";0
clergy;духовенство;0
clerical;"канцелярский, административный";0
clever;умный;0
click;"щёлкать, щелчок";0
climax;"кульминация, разгар";0
climb;взбираться;0
cling;цепляться;0
clockwise;"по часовой стрелке";0
clog;загромождать;0
"close down";закрыться;0
"close in on";приближаться;0
closet;"стенной шкаф";0
closure;"закрытие, завершение";0
cloth;"ткань, тряпка";0
clothe;"одевать, покрывать";0
clout;"влияние, влиятельность";0
clove;гвоздика;0
clue;"ключ, нить, улика";0
clump;"комок, кучка, клок";0
